user_id,recency,frequency,monetary,avg_txn,last_city,fraud_txns,income_band,age,R_score,F_score,M_score,RFM_score,cluster,persona
U00966,13,41,94257.83,2298.9714634146344,Hyderabad,1,high,29,3,2,3,8,1,Dormant
U00967,1,41,210723.69,5139.602195121951,Chennai,1,mid,44,5,2,5,12,2,Champions
U00968,28,32,38087.75,1190.2421875,Bangalore,0,low,51,2,1,1,4,1,Dormant
U00969,12,50,66551.89,1331.0378,Kolkata,0,mid,52,3,5,3,11,3,At Risk
U00970,15,46,69970.31,1521.093695652174,Chennai,0,mid,28,3,4,3,10,3,At Risk
U00971,8,57,289901.85,5085.997368421053,Mumbai,2,low,42,4,5,5,14,2,Champions
U00972,18,40,185289.04,4632.226000000001,Pune,1,high,24,2,2,5,9,4,Loyal Customers
U00973,9,36,35814.09,994.8358333333332,Delhi,0,mid,23,4,1,1,6,1,Dormant
U00974,40,37,52724.72,1424.9924324324325,Hyderabad,0,high,32,1,1,2,4,0,Occasional
U00975,16,58,93685.55,1615.268103448276,Mumbai,1,low,55,3,5,3,11,3,At Risk
U00976,23,46,112204.02,2439.2178260869564,Surat,1,mid,32,2,4,4,10,3,At Risk
U00977,33,47,309037.51,6575.266170212766,Bangalore,2,mid,49,1,4,5,10,2,Champions
U00978,13,32,109464.43,3420.7634375,Bangalore,1,high,47,3,1,4,8,4,Loyal Customers
U00979,33,46,143915.94999999998,3128.607608695652,Pune,1,high,33,1,4,4,9,4,Loyal Customers
U00980,14,58,86215.85,1486.4801724137933,Surat,1,low,47,3,5,3,11,3,At Risk
U00981,3,36,61559.8,1709.9944444444445,Pune,0,mid,34,5,1,2,8,1,Dormant
U00982,9,48,256715.32,5348.235833333333,Chennai,2,mid,49,4,4,5,13,2,Champions
U00983,18,47,49402.99,1051.1274468085105,Surat,0,low,35,2,4,2,8,3,At Risk
U00984,25,42,139767.19,3327.7902380952382,Ahmedabad,1,high,26,2,3,4,9,4,Loyal Customers
U00985,4,47,125319.22,2666.3663829787233,Mumbai,1,mid,33,5,4,4,13,3,At Risk
U00986,3,42,59112.31,1407.4359523809524,Mumbai,0,mid,34,5,3,2,10,3,At Risk
U00987,25,44,106050.53,2410.2393181818184,Surat,1,high,38,2,3,4,9,3,At Risk
U00988,12,55,279713.38,5085.697818181819,Delhi,2,high,55,3,5,5,13,2,Champions
U00989,5,48,58597.41,1220.779375,Pune,0,high,46,4,4,2,10,3,At Risk
U00990,19,55,158183.44,2876.0625454545457,Pune,1,mid,29,2,5,4,11,3,At Risk
U00991,5,30,30186.72,1006.224,Bangalore,0,high,51,4,1,1,6,1,Dormant
U00992,37,43,50154.94,1166.393953488372,Chennai,0,high,41,1,3,2,6,0,Occasional
U00993,2,38,48049.81,1264.4686842105264,Delhi,0,high,27,5,2,1,8,1,Dormant
U00994,5,43,68746.84,1598.7637209302325,Bangalore,0,low,42,4,3,3,10,3,At Risk
U00995,6,46,61842.84,1344.4095652173912,Surat,0,low,41,4,4,2,10,3,At Risk
U00996,76,35,44090.29,1259.7225714285714,Bangalore,0,high,45,1,1,1,3,0,Occasional
U00997,13,43,56385.56,1311.2920930232558,Chennai,0,mid,54,3,3,2,8,1,Dormant
U00998,15,43,45191.26,1050.959534883721,Bangalore,0,high,30,3,3,1,7,1,Dormant
U00999,2,49,73280.81,1495.5267346938774,Delhi,0,low,49,5,5,3,13,3,At Risk
U01000,12,36,151917.61000000002,4219.9336111111115,Ahmedabad,2,high,33,3,1,4,8,4,Loyal Customers
U01001,32,42,220844.27000000002,5258.196904761905,Surat,2,mid,53,1,3,5,9,4,Loyal Customers
U01002,75,43,56882.19,1322.8416279069768,Delhi,0,mid,33,1,3,2,6,0,Occasional
U01003,17,38,116142.97,3056.393947368421,Kolkata,1,mid,25,2,2,4,8,4,Loyal Customers
U01004,24,38,47150.56,1240.8042105263157,Chennai,0,low,53,2,2,1,5,1,Dormant
U01005,28,38,55527.19,1461.2418421052632,Kolkata,0,high,46,2,2,2,6,1,Dormant
U01006,6,49,245722.35,5014.741836734694,Pune,1,mid,53,4,5,5,14,2,Champions
U01007,24,38,42788.01,1126.0002631578948,Mumbai,0,high,48,2,2,1,5,1,Dormant
U01008,56,49,63319.57,1292.2361224489796,Kolkata,0,low,53,1,5,3,9,0,Occasional
U01009,31,53,71844.37,1355.554150943396,Hyderabad,0,low,23,1,5,3,9,3,At Risk
U01010,2,32,90951.25,2842.2265625,Surat,1,mid,24,5,1,3,9,1,Dormant
U01011,23,49,46718.17,953.4320408163265,Hyderabad,0,low,40,2,5,1,8,3,At Risk
U01012,1,41,169793.94999999998,4141.315853658536,Surat,1,high,53,5,2,5,12,4,Loyal Customers
U01013,8,47,88625.82,1885.6557446808513,Delhi,1,high,29,4,4,3,11,3,At Risk
U01014,2,45,92668.4,2059.297777777778,Hyderabad,0,high,39,5,4,3,12,3,At Risk
U01015,2,38,36912.81,971.3897368421052,Pune,0,high,24,5,2,1,8,1,Dormant
U01016,2,46,54436.44,1183.4008695652174,Surat,0,mid,35,5,4,2,11,3,At Risk
U01017,14,38,51706.39,1360.6944736842106,Bangalore,0,mid,37,3,2,2,7,1,Dormant
U01018,1,48,38241.37,796.6952083333334,Jaipur,0,mid,50,5,4,1,10,3,At Risk
U01019,18,43,75961.65,1766.55,Surat,0,mid,27,2,3,3,8,1,Dormant
U01020,3,42,65579.16,1561.4085714285716,Delhi,0,low,37,5,3,3,11,3,At Risk
U01021,27,45,71324.41,1584.9868888888889,Mumbai,1,high,44,2,4,3,9,3,At Risk
U01022,11,42,145645.9,3467.7595238095237,Pune,1,low,49,3,3,4,10,4,Loyal Customers
U01023,9,45,154485.82,3433.0182222222224,Delhi,1,low,30,4,4,4,12,3,At Risk
U01024,39,44,162389.33,3690.6665909090907,Chennai,1,high,25,1,3,4,8,4,Loyal Customers
U01025,11,36,51852.82,1440.3561111111112,Hyderabad,0,high,39,3,1,2,6,1,Dormant
U01026,16,45,129746.97,2883.266,Bangalore,1,mid,32,3,4,4,11,3,At Risk
U01027,17,50,73159.69,1463.1938,Mumbai,0,high,40,2,5,3,10,3,At Risk
U01028,24,45,263024.39999999997,5844.986666666666,Delhi,3,high,54,2,4,5,11,2,Champions
U01029,54,37,80648.49,2179.688918918919,Kolkata,1,mid,30,1,1,3,5,0,Occasional
U01030,5,47,195876.64,4167.588085106383,Delhi,1,high,39,4,4,5,13,2,Champions
U01031,46,38,135350.1,3561.8447368421052,Kolkata,1,low,30,1,2,4,7,0,Occasional
U01032,2,40,57408.29,1435.20725,Bangalore,0,low,42,5,2,2,9,1,Dormant
U01033,17,38,38810.119999999995,1021.3189473684209,Delhi,0,low,53,2,2,1,5,1,Dormant
U01034,4,34,63972.48,1881.543529411765,Ahmedabad,1,high,39,5,1,3,9,1,Dormant
U01035,45,42,88216.12,2100.3838095238093,Hyderabad,1,mid,46,1,3,3,7,0,Occasional
U01036,17,39,45256.61,1160.4258974358975,Bangalore,0,mid,27,2,2,1,5,1,Dormant
U01037,33,40,131858.88,3296.472,Hyderabad,1,high,39,1,2,4,7,4,Loyal Customers
U01038,20,43,64081.58,1490.2693023255815,Mumbai,0,mid,51,2,3,3,8,1,Dormant
U01039,12,39,47663.16,1222.1323076923077,Pune,0,high,22,3,2,1,6,1,Dormant
U01040,4,51,66548.93,1304.8809803921567,Surat,0,high,51,5,5,3,13,3,At Risk
U01041,73,31,38351.12,1237.1329032258066,Bangalore,0,high,26,1,1,1,3,0,Occasional
U01042,14,46,232434.03999999998,5052.913913043478,Pune,2,mid,35,3,4,5,12,2,Champions
U01043,12,46,45055.35,979.4641304347825,Pune,0,mid,53,3,4,1,8,3,At Risk
U01044,8,46,139038.53,3022.576739130435,Delhi,1,mid,40,4,4,4,12,3,At Risk
U01045,41,40,44760.26,1119.0065,Delhi,0,high,30,1,2,1,4,0,Occasional
U01046,35,33,43493.630000000005,1317.9887878787881,Bangalore,0,high,43,1,1,1,3,0,Occasional
U01047,9,58,60404.37,1041.4546551724138,Delhi,0,low,24,4,5,2,11,3,At Risk
U01048,12,51,86305.08,1692.2564705882353,Jaipur,0,low,23,3,5,3,11,3,At Risk
U01049,14,52,300769.83999999997,5784.035384615384,Delhi,2,mid,50,3,5,5,13,2,Champions
U01050,18,45,214597.50999999998,4768.833555555555,Ahmedabad,2,low,49,2,4,5,11,2,Champions
U01051,51,44,56114.62,1275.3322727272728,Ahmedabad,0,low,41,1,3,2,6,0,Occasional
U01052,29,37,261870.36,7077.577297297297,Delhi,2,high,27,1,1,5,7,4,Loyal Customers
U01053,9,35,37776.94,1079.3411428571428,Kolkata,0,low,38,4,1,1,6,1,Dormant
U01054,6,45,56003.98,1244.532888888889,Pune,0,low,32,4,4,2,10,3,At Risk
U01055,4,54,85070.65000000001,1575.3824074074075,Hyderabad,1,high,41,5,5,3,13,3,At Risk
U01056,1,50,62219.11,1244.3822,Ahmedabad,0,high,49,5,5,2,12,3,At Risk
U01057,8,45,70384.9,1564.1088888888887,Mumbai,0,low,28,4,4,3,11,3,At Risk
U01058,30,40,187934.43,4698.36075,Chennai,1,low,52,1,2,5,8,4,Loyal Customers
U01059,19,51,180098.99,3531.352745098039,Ahmedabad,1,high,36,2,5,5,12,2,Champions
U01060,16,44,164621.41,3741.395681818182,Bangalore,1,low,22,3,3,4,10,4,Loyal Customers
U01061,49,29,198363.66999999998,6840.126551724137,Chennai,1,mid,29,1,1,5,7,4,Loyal Customers
U01062,6,43,156345.78999999998,3635.9486046511624,Bangalore,1,low,52,4,3,4,11,4,Loyal Customers
U01063,1,51,67464.66,1322.8364705882354,Bangalore,0,low,46,5,5,3,13,3,At Risk
U01064,5,46,66842.44,1453.0965217391306,Delhi,0,mid,28,4,4,3,11,3,At Risk
U01065,24,47,46994.79,999.8891489361703,Hyderabad,0,low,41,2,4,1,7,1,Dormant
U01066,17,46,55320.16,1202.6121739130435,Jaipur,0,high,30,2,4,2,8,3,At Risk
U01067,24,38,46489.75,1223.4144736842106,Bangalore,0,high,26,2,2,1,5,1,Dormant
U01068,9,53,172369.11,3252.2473584905656,Delhi,1,high,22,4,5,5,14,2,Champions
U01069,3,38,28399.73,747.3613157894737,Bangalore,0,mid,50,5,2,1,8,1,Dormant
U01070,6,50,56751.33,1135.0266000000001,Hyderabad,0,mid,31,4,5,2,11,3,At Risk
U01071,24,47,122422.81,2604.7406382978725,Jaipur,1,low,50,2,4,4,10,3,At Risk
U01072,1,49,73170.84,1493.2824489795917,Mumbai,0,low,28,5,5,3,13,3,At Risk
U01073,5,45,149429.54,3320.656444444445,Ahmedabad,1,mid,46,4,4,4,12,3,At Risk
U01074,3,42,97595.38999999998,2323.6997619047615,Chennai,1,low,42,5,3,4,12,3,At Risk
U01075,3,45,77369.68,1719.326222222222,Chennai,0,high,39,5,4,3,12,3,At Risk
U01076,8,41,44290.45,1080.2548780487805,Pune,0,high,37,4,2,1,7,1,Dormant
U01077,8,36,55816.17,1550.4491666666665,Jaipur,0,high,40,4,1,2,7,1,Dormant
U01078,13,44,113455.79000000001,2578.540681818182,Bangalore,1,low,41,3,3,4,10,3,At Risk
U01079,15,37,50888.1,1375.354054054054,Ahmedabad,0,low,54,3,1,2,6,1,Dormant
U01080,42,55,89135.66,1620.6483636363637,Bangalore,0,high,40,1,5,3,9,3,At Risk
U01081,15,36,44372.17,1232.5602777777776,Hyderabad,0,mid,37,3,1,1,5,1,Dormant
U01082,3,37,191774.97,5183.107297297297,Jaipur,1,low,29,5,1,5,11,4,Loyal Customers
U01083,7,45,50748.79,1127.750888888889,Pune,0,high,26,4,4,2,10,3,At Risk
U01084,41,38,34852.89,917.1813157894736,Kolkata,0,mid,45,1,2,1,4,0,Occasional
U01085,2,47,75952.69,1616.014680851064,Bangalore,0,high,46,5,4,3,12,3,At Risk
U01086,3,53,119708.38,2258.648679245283,Delhi,1,high,45,5,5,4,14,3,At Risk
U01087,18,49,59480.43,1213.8863265306122,Mumbai,0,low,52,2,5,2,9,3,At Risk
U01088,51,38,142883.0,3760.0789473684213,Ahmedabad,1,low,26,1,2,4,7,0,Occasional
U01089,15,38,49090.63,1291.8586842105262,Hyderabad,0,low,35,3,2,2,7,1,Dormant
U01090,7,41,159773.5,3896.9146341463415,Kolkata,2,high,47,4,2,4,10,4,Loyal Customers
U01091,9,43,62290.37,1448.6132558139536,Ahmedabad,0,mid,54,4,3,2,9,1,Dormant
U01092,1,49,85838.42,1751.8044897959182,Mumbai,0,low,47,5,5,3,13,3,At Risk
U01093,2,55,95133.85,1729.7063636363637,Kolkata,0,mid,31,5,5,4,14,3,At Risk
U01094,32,38,77314.56,2034.5936842105264,Jaipur,1,low,41,1,2,3,6,0,Occasional
U01095,16,45,65349.78,1452.2173333333333,Chennai,0,low,35,3,4,3,10,3,At Risk
U01096,11,48,58043.72,1209.2441666666666,Bangalore,0,mid,42,3,4,2,9,3,At Risk
U01097,5,43,59001.2,1372.120930232558,Bangalore,0,mid,26,4,3,2,9,1,Dormant
U01098,18,45,132169.19999999998,2937.093333333333,Kolkata,1,low,37,2,4,4,10,3,At Risk
U01099,19,42,77203.72,1838.1838095238095,Ahmedabad,0,mid,27,2,3,3,8,1,Dormant
U01100,15,51,217363.5,4262.029411764706,Ahmedabad,1,high,51,3,5,5,13,2,Champions
U01101,32,51,96107.96,1884.4698039215687,Surat,1,mid,25,1,5,4,10,3,At Risk
U01102,50,34,38446.53,1130.780294117647,Surat,0,low,29,1,1,1,3,0,Occasional
U01103,3,37,33753.97,912.2694594594595,Chennai,0,low,22,5,1,1,7,1,Dormant
U01104,7,47,72730.27,1547.4525531914894,Kolkata,1,high,44,4,4,3,11,3,At Risk
U01105,38,46,120287.34,2614.9421739130435,Chennai,1,low,38,1,4,4,9,3,At Risk
U01106,39,47,89912.17,1913.0248936170212,Ahmedabad,1,high,30,1,4,3,8,0,Occasional
U01107,4,51,63388.2,1242.905882352941,Jaipur,0,low,29,5,5,3,13,3,At Risk
U01108,23,53,81322.78,1534.392075471698,Delhi,0,mid,49,2,5,3,10,3,At Risk
U01109,17,30,31732.39,1057.7463333333333,Pune,0,mid,26,2,1,1,4,1,Dormant
U01110,1,43,163338.75,3798.5755813953488,Jaipur,1,mid,26,5,3,4,12,2,Champions
U01111,12,42,53360.92,1270.4980952380952,Jaipur,0,mid,54,3,3,2,8,1,Dormant
U01112,20,40,47800.36,1195.009,Delhi,0,high,53,2,2,1,5,1,Dormant
U01113,30,37,103486.14,2796.9227027027027,Ahmedabad,1,low,45,1,1,4,6,0,Occasional
U01114,4,41,59192.85,1443.7280487804878,Chennai,0,high,28,5,2,2,9,1,Dormant
U01115,32,38,38592.38,1015.588947368421,Delhi,0,high,36,1,2,1,4,0,Occasional
U01116,34,41,133590.53,3258.3056097560975,Hyderabad,1,low,22,1,2,4,7,4,Loyal Customers
U01117,4,55,168200.59,3058.1925454545453,Mumbai,1,low,37,5,5,5,15,2,Champions
U01118,24,45,92825.14,2062.780888888889,Kolkata,1,mid,45,2,4,3,9,3,At Risk
U01119,7,41,55110.04,1344.1473170731708,Jaipur,0,low,33,4,2,2,8,1,Dormant
U01120,5,41,42969.04,1048.0253658536585,Chennai,0,low,48,4,2,1,7,1,Dormant
U01121,16,48,191587.06000000003,3991.3970833333337,Chennai,2,mid,37,3,4,5,12,2,Champions
U01122,50,36,389837.94,10828.831666666667,Hyderabad,3,low,39,1,1,5,7,4,Loyal Customers
U01123,12,53,82533.93,1557.243962264151,Bangalore,0,low,45,3,5,3,11,3,At Risk
U01124,2,49,81149.58,1656.1138775510206,Chennai,0,low,25,5,5,3,13,3,At Risk
U01125,11,38,37117.64,976.78,Surat,0,low,55,3,2,1,6,1,Dormant
U01126,17,54,74508.07,1379.7790740740743,Delhi,0,mid,26,2,5,3,10,3,At Risk
U01127,1,46,60746.3,1320.571739130435,Jaipur,0,mid,41,5,4,2,11,3,At Risk
U01128,45,40,69949.39,1748.73475,Ahmedabad,1,low,51,1,2,3,6,0,Occasional
U01129,44,39,56110.28,1438.7251282051282,Kolkata,0,mid,34,1,2,2,5,0,Occasional
U01130,30,42,184723.06,4398.168095238095,Ahmedabad,1,high,41,1,3,5,9,4,Loyal Customers
U01131,68,41,147583.6,3599.6000000000004,Delhi,1,mid,37,1,2,4,7,0,Occasional
U01132,28,33,41678.520000000004,1262.9854545454546,Hyderabad,0,low,53,2,1,1,4,1,Dormant
U01133,18,47,135614.86000000002,2885.42255319149,Delhi,1,low,37,2,4,4,10,3,At Risk
U01134,10,29,45167.38,1557.4958620689654,Jaipur,1,low,48,3,1,1,5,1,Dormant
U01135,10,36,65998.15,1833.2819444444442,Chennai,0,high,44,3,1,3,7,1,Dormant
U01136,3,42,64612.69,1538.397380952381,Bangalore,1,low,43,5,3,3,11,3,At Risk
U01137,8,40,63885.63,1597.14075,Chennai,0,low,41,4,2,3,9,1,Dormant
U01138,23,32,42027.28,1313.3525,Surat,0,low,55,2,1,1,4,1,Dormant
U01139,12,53,280333.99,5289.320566037735,Mumbai,2,low,53,3,5,5,13,2,Champions
U01140,21,27,296017.54000000004,10963.612592592594,Mumbai,3,low,39,2,1,5,8,4,Loyal Customers
U01141,18,57,162271.5,2846.8684210526317,Bangalore,1,high,36,2,5,4,11,3,At Risk
U01142,1,43,270344.48,6287.080930232558,Bangalore,2,mid,45,5,3,5,13,2,Champions
U01143,11,49,121730.09,2484.287551020408,Chennai,1,high,28,3,5,4,12,3,At Risk
U01144,56,42,50415.52,1200.3695238095238,Chennai,0,low,47,1,3,2,6,0,Occasional
U01145,12,50,155115.99,3102.3197999999998,Surat,2,mid,25,3,5,4,12,3,At Risk
U01146,22,42,56036.52,1334.202857142857,Kolkata,1,mid,37,2,3,2,7,1,Dormant
U01147,14,40,55396.85,1384.9212499999999,Jaipur,1,mid,42,3,2,2,7,1,Dormant
U01148,20,48,129886.27,2705.9639583333333,Bangalore,1,mid,42,2,4,4,10,3,At Risk
U01149,1,43,117085.68000000001,2722.9227906976744,Mumbai,1,low,36,5,3,4,12,3,At Risk
U01150,9,45,160281.13999999998,3561.803111111111,Chennai,1,high,30,4,4,4,12,2,Champions
U01151,1,48,63735.51,1327.8231250000001,Delhi,0,low,31,5,4,3,12,3,At Risk
U01152,14,43,175223.88,4074.973953488372,Ahmedabad,1,mid,50,3,3,5,11,4,Loyal Customers
U01153,11,49,38348.82,782.6289795918367,Delhi,0,low,48,3,5,1,9,3,At Risk
U01154,3,35,49931.68,1426.6194285714287,Ahmedabad,0,low,44,5,1,2,8,1,Dormant
U01155,64,42,89473.67,2130.3254761904764,Bangalore,1,mid,41,1,3,3,7,0,Occasional
U01156,3,43,45990.549999999996,1069.5476744186046,Pune,0,low,29,5,3,1,9,1,Dormant
U01157,1,41,191732.06,4676.391707317073,Chennai,1,high,41,5,2,5,12,2,Champions
U01158,4,56,69310.32,1237.6842857142858,Hyderabad,0,low,24,5,5,3,13,3,At Risk
U01159,1,28,40770.32,1456.0828571428572,Bangalore,0,low,31,5,1,1,7,1,Dormant
U01160,5,39,41757.91,1070.7156410256412,Ahmedabad,0,mid,44,4,2,1,7,1,Dormant
U01161,23,35,59228.26,1692.236,Ahmedabad,0,high,25,2,1,2,5,1,Dormant
U01162,15,43,39186.03,911.303023255814,Chennai,0,low,38,3,3,1,7,1,Dormant
U01163,34,36,48823.46,1356.2072222222223,Bangalore,0,mid,47,1,1,2,4,0,Occasional
U01164,8,39,62318.28,1597.9046153846155,Chennai,0,low,37,4,2,2,8,1,Dormant
U01165,9,46,164125.86000000002,3567.95347826087,Mumbai,1,low,28,4,4,4,12,2,Champions
U01166,6,37,196499.78999999998,5310.805135135134,Delhi,1,low,22,4,1,5,10,4,Loyal Customers
U01167,16,41,152035.35,3708.179268292683,Ahmedabad,1,low,30,3,2,4,9,4,Loyal Customers
U01168,8,37,59828.0,1616.972972972973,Bangalore,0,high,45,4,1,2,7,1,Dormant
U01169,6,47,66536.45,1415.6691489361701,Hyderabad,0,low,38,4,4,3,11,3,At Risk
U01170,4,45,159710.28999999998,3549.117555555555,Delhi,1,low,26,5,4,4,13,2,Champions
U01171,17,47,141209.9,3004.4659574468083,Ahmedabad,1,low,30,2,4,4,10,3,At Risk
U01172,1,47,62134.65,1322.013829787234,Ahmedabad,0,low,29,5,4,2,11,3,At Risk
U01173,13,46,75929.53,1650.641956521739,Hyderabad,0,low,25,3,4,3,10,3,At Risk
U01174,1,46,70932.58,1542.0126086956523,Ahmedabad,0,high,49,5,4,3,12,3,At Risk
U01175,16,47,81612.55,1736.4372340425532,Kolkata,0,low,53,3,4,3,10,3,At Risk
U01176,21,38,60786.63,1599.6481578947369,Ahmedabad,1,low,49,2,2,2,6,1,Dormant
U01177,45,51,282048.73,5530.36725490196,Ahmedabad,2,low,35,1,5,5,11,2,Champions
U01178,8,40,57796.93,1444.92325,Kolkata,0,mid,39,4,2,2,8,1,Dormant
U01179,3,49,89038.17,1817.1055102040816,Hyderabad,0,high,24,5,5,3,13,3,At Risk
U01180,6,47,248928.27,5296.346170212766,Pune,2,high,37,4,4,5,13,2,Champions
U01181,1,41,80490.08,1963.1726829268293,Chennai,0,mid,53,5,2,3,10,3,At Risk
U01182,39,42,55923.79,1331.5188095238095,Chennai,0,low,52,1,3,2,6,0,Occasional
U01183,45,42,77678.72,1849.4933333333333,Kolkata,0,mid,39,1,3,3,7,0,Occasional
U01184,46,35,60546.31,1729.8945714285715,Hyderabad,1,low,48,1,1,2,4,0,Occasional
U01185,2,35,168936.36000000002,4826.753142857143,Chennai,1,high,37,5,1,5,11,4,Loyal Customers
U01186,15,34,164111.74,4826.815882352941,Hyderabad,1,mid,23,3,1,4,8,4,Loyal Customers
U01187,7,43,228797.82,5320.879534883721,Hyderabad,2,high,52,4,3,5,12,2,Champions
U01188,33,45,51470.74,1143.7942222222223,Surat,0,high,44,1,4,2,7,0,Occasional
U01189,129,33,35390.28,1072.4327272727273,Surat,0,mid,42,1,1,1,3,0,Occasional
U01190,23,35,35531.14,1015.1754285714286,Jaipur,0,low,33,2,1,1,4,1,Dormant
U01191,2,41,47294.23,1153.5178048780488,Pune,0,low,36,5,2,1,8,1,Dormant
U01192,14,36,49405.15,1372.365277777778,Surat,0,mid,25,3,1,2,6,1,Dormant
U01193,24,44,82907.31,1884.2570454545455,Pune,1,high,44,2,3,3,8,1,Dormant
U01194,5,41,41641.95,1015.6573170731707,Chennai,0,low,32,4,2,1,7,1,Dormant
U01195,57,45,180841.36,4018.6968888888887,Bangalore,1,mid,37,1,4,5,10,4,Loyal Customers
U01196,35,47,177634.35,3779.454255319149,Hyderabad,1,low,25,1,4,5,10,4,Loyal Customers
U01197,31,51,233570.36,4579.810980392157,Surat,2,mid,46,1,5,5,11,2,Champions
U01198,11,43,227628.54,5293.686976744186,Hyderabad,2,low,33,3,3,5,11,2,Champions
U01199,76,38,156691.69999999998,4123.465789473684,Bangalore,1,high,42,1,2,4,7,0,Occasional
U01200,6,49,53477.44,1091.3763265306122,Pune,0,high,23,4,5,2,11,3,At Risk
U01201,20,39,39962.23,1024.6725641025641,Kolkata,0,high,31,2,2,1,5,1,Dormant
U01202,13,36,55529.69,1542.4913888888889,Ahmedabad,0,high,53,3,1,2,6,1,Dormant
U01203,4,48,122195.06,2545.7304166666668,Hyderabad,1,mid,33,5,4,4,13,3,At Risk
U01204,2,39,66165.7,1696.5564102564101,Hyderabad,0,low,27,5,2,3,10,1,Dormant
U01205,78,45,292897.23,6508.827333333333,Pune,3,low,36,1,4,5,10,4,Loyal Customers
U01206,1,45,81956.70999999999,1821.260222222222,Chennai,1,low,52,5,4,3,12,3,At Risk
U01207,9,41,228179.12,5565.344390243902,Pune,2,low,34,4,2,5,11,4,Loyal Customers
U01208,30,41,396668.73,9674.847073170731,Ahmedabad,4,mid,33,1,2,5,8,2,Champions
U01209,4,33,29618.06,897.5169696969697,Bangalore,0,low,23,5,1,1,7,1,Dormant
U01210,35,37,213191.74000000002,5761.93891891892,Chennai,2,low,31,1,1,5,7,4,Loyal Customers
U01211,9,43,78369.34,1822.5427906976743,Surat,0,low,45,4,3,3,10,3,At Risk
U01212,39,40,35999.25,899.98125,Kolkata,0,high,47,1,2,1,4,0,Occasional
U01213,14,47,73508.81999999999,1564.0174468085104,Bangalore,0,mid,43,3,4,3,10,3,At Risk
U01214,45,36,46862.3,1301.7305555555556,Delhi,0,low,30,1,1,1,3,0,Occasional
U01215,21,42,188441.67,4486.706428571429,Ahmedabad,1,high,53,2,3,5,10,4,Loyal Customers
U01216,3,45,379128.57999999996,8425.079555555554,Bangalore,3,high,33,5,4,5,14,2,Champions
U01217,18,40,63311.409999999996,1582.78525,Chennai,1,low,44,2,2,3,7,1,Dormant
U01218,15,47,53413.57,1136.4589361702128,Pune,0,mid,33,3,4,2,9,3,At Risk
U01219,2,46,127394.69,2769.449782608696,Jaipur,1,low,40,5,4,4,13,3,At Risk
U01220,3,52,152553.23,2933.7159615384617,Delhi,1,high,22,5,5,4,14,3,At Risk
U01221,8,43,62535.54,1454.3148837209303,Hyderabad,0,high,47,4,3,2,9,3,At Risk
U01222,19,52,185459.57,3566.5301923076922,Hyderabad,1,high,33,2,5,5,12,2,Champions
U01223,9,49,204590.95,4175.325510204082,Delhi,1,high,36,4,5,5,14,2,Champions
U01224,2,43,102713.93000000001,2388.696046511628,Chennai,2,mid,28,5,3,4,12,3,At Risk
U01225,34,54,101166.43000000001,1873.4524074074075,Surat,1,high,43,1,5,4,10,3,At Risk
U01226,9,47,264564.07,5629.022765957447,Hyderabad,3,mid,37,4,4,5,13,2,Champions
U01227,11,51,176654.46000000002,3463.812941176471,Ahmedabad,1,high,32,3,5,5,13,2,Champions
U01228,5,42,64050.1,1525.002380952381,Pune,0,mid,43,4,3,3,10,3,At Risk
U01229,10,43,105159.24,2445.5637209302326,Mumbai,1,low,38,3,3,4,10,3,At Risk
U01230,10,42,66367.12,1580.1695238095238,Bangalore,0,mid,26,3,3,3,9,1,Dormant
U01231,9,36,107470.48999999999,2985.291388888889,Jaipur,1,high,28,4,1,4,9,1,Dormant
U01232,30,35,40187.12,1148.2034285714287,Chennai,0,mid,25,1,1,1,3,0,Occasional
U01233,23,40,70377.98,1759.4495,Surat,1,low,48,2,2,3,7,1,Dormant
U01234,28,40,142960.26,3574.0065000000004,Surat,1,mid,53,2,2,4,8,4,Loyal Customers
U01235,1,28,38340.48,1369.3028571428572,Delhi,0,low,46,5,1,1,7,1,Dormant
U01236,18,48,208887.2,4351.816666666667,Jaipur,1,low,36,2,4,5,11,2,Champions
U01237,22,47,64560.57,1373.6291489361702,Hyderabad,0,low,26,2,4,3,9,3,At Risk
U01238,32,32,47126.44,1472.70125,Ahmedabad,0,mid,23,1,1,1,3,0,Occasional
U01239,3,48,71480.8,1489.1833333333334,Jaipur,0,low,28,5,4,3,12,3,At Risk
U01240,19,38,56765.07,1493.8176315789474,Jaipur,0,mid,32,2,2,2,6,1,Dormant
U01241,26,48,230763.96,4807.5824999999995,Bangalore,3,high,26,2,4,5,11,2,Champions
U01242,12,47,198294.65,4219.0351063829785,Hyderabad,1,high,43,3,4,5,12,2,Champions
U01243,22,36,47380.86,1316.135,Jaipur,0,high,52,2,1,1,4,1,Dormant
U01244,4,46,56015.31,1217.7241304347826,Pune,0,high,49,5,4,2,11,3,At Risk
U01245,5,58,98952.73,1706.0815517241379,Pune,0,low,49,4,5,4,13,3,At Risk
U01246,11,49,201083.45,4103.743877551021,Kolkata,1,mid,28,3,5,5,13,2,Champions
U01247,14,44,68326.03,1552.8643181818181,Surat,0,mid,34,3,3,3,9,3,At Risk
U01248,10,49,66160.87,1350.2218367346939,Delhi,0,high,38,3,5,3,11,3,At Risk
U01249,19,36,33160.979999999996,921.1383333333332,Pune,0,low,41,2,1,1,4,1,Dormant
